Id,Location,Name,Category,Description,Latitude,Longitude,Altitude,Date verified,Open,Electricity,Wifi,Kitchen,Parking,Restaurant,Showers,Water,Toilets,Big rig friendly,Tent friendly,Pet friendly,Sanitation dump station,Outdoor gear,Groceries,Artisan goods,Bakery,Rarity in this area,Repairs vehicles,Repairs motorcycles,Repairs bicycles,Sells parts,Recycles batteries,Recycles oil,Bio fuel,Electric vehicle charging,Composting sawdust,Recycling center
217714,"Centro Náutico, EN 3, Praia do Ribatejo, Vila Nova da Barquinha, Santarém, 2260, Portugal",RV Park,Established Campground,This place also called Parque de Pernoita de Autocaravanas. You get water and get off grey/black water. ,39.476846,-8.343282,25.0,2023-04-22 00:00:00 UTC,Yes,No,No,No,,No,No,Yes,No,Yes,No,Yes,Unknown,,,,,,,,,,,,,,,
219734,"Shamwari Hilltop Retreat, EM 507, São Martinho, Alcoutim e Pereiro, Alcoutim, Faro, 8970-064, Portugal"," Monte vascao, alcatim ",Established Campground,"Currently a camper site.  But if you are nice, you can camp off track.  What is special is that the food here is extraordinary .  Almost worth a Michelin star.  Really great",37.511052,-7.525488,130.33980541303754,2023-05-08 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,Yes,,Yes,Hot,Yes,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
223023,"Parque de Campismo da Ilha de Faro, Avenida Nascente, Praia de Faro Nascente, Montenegro, Faro, 8005-520, Portugal",Parque de Campismo Municipal de Faro,Established Campground,Looks like a nice place. But not motorcycle friendly. You can park your car and motorhome inside but not a motorcycle. It needs to be parked on the street… so we didn’t stay here as it makes no sense for us. ,37.004740,-7.989740,17.8,2024-04-25 20:02:36 UTC,Yes,Yes - At Sites,Yes - Average,Yes,,No,Hot,Yes,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
223426,"Aivados, Alcantarilha e Pêra, Silves, Faro, 8365-086, Portugal",Rancho Belchior,Established Campground,"small campsite, 20 places maximum. Very well maintained sanitary facilities. Alternative furnishing . we paid € 10 for 2 people with jeep and roof tent",37.196219,-8.323763,57.208276693709195,2023-06-03 00:00:00 UTC,Yes,Yes - At Sites,Yes - Slow,No,,No,Hot,Yes,Running Water,No,Yes,Yes,Unknown,,,,,,,,,,,,,,,
224722,"Quinta do Rio - Nature camping, 1733, Rua da Lomba, Lomba, Pedravedra, São Cristóvão de Mondim de Basto, Mondim de Basto, Vila Real, 4890-140, Portugal",Quinta do Rio Campsite,Established Campground,"A beautiful campsite by the riverside. Not much luxury, but all you need.  Follow the signs on the website.  If you want silence....... go here! A lot to do for a 4x4. The owner knows a lot about this area, also very interesting for mtb! ",41.427137,-7.947431,191.01611328125,2023-06-12 00:00:00 UTC,Yes,Yes - Not at Sites,No,No,,No,Hot,Potable,Running Water,No,Yes,Yes,No,,,,,,,,,,,,,,,
226564,"Praia da Areia Branca, Lourinhã, Lourinhã e Atalaia, Lourinhã, Lisbon, 2530-254, Portugal",Parque de Campismo da Praia da Areia Branca,Established Campground,"campground with some spaces for tents. really cheap with 5,12 Euro for 1 tent 1 person 1 motorcycle. many slots are blockt from permanently tents. ",39.263553,-9.333787,72.3218994140625,2023-06-24 00:00:00 UTC,Yes,Unknown,Yes - Average,No,,Yes,Hot,Potable,Running Water,Unknown,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
227342,"Clube de Campismo de Lisboa, Estrada da Praia de Melides, Sancha, Melides, Grândola, Setúbal, 7570-713, Portugal",Camping Melides,Established Campground,Campground with hot shower's. Everything is clean and the beach is in walking distance. some restaurants are near by.,38.129300,-8.779653,73.40631103515625,2024-04-17 00:00:00 UTC,Yes,Unknown,No,No,,Yes,Hot,Unknown,Running Water,Unknown,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
233576,"345-F, Via do Infante, Foupana, Moncarapacho e Fuseta, Olhão, Faro, 8700-073, Portugal",between the orange trees,Established Campground,"Come and visit our Outbase in the South East of Portugal. Our 3.5 hectare site is full of fruit trees such as figs, olives, almonds, carob and of course orange trees. Our goal was to recreate a feeling of wild camping, which is why we didn't create fixed pitches - pick your own spot! After a wonderfully relaxing day or night, you can jump under the (warm) outdoor shower under the almond tree with us.... In short; very close to nature and back to basics. Please take into account check-in time between 5:00 PM and 8:00 PM :)",37.119710,-7.769400,0.0,2023-07-27 00:00:00 UTC,Yes,No,No,No,,No,Yes,Yes,Yes,Unknown,Yes,Yes,No,,,,,,,,,,,,,,,
238919,"Parque Municipal de Campismo de Espinho, Travessa da Rua 5, Espinho, Aveiro, 4500-182, Portugal",Espinho Minicipal Camping,Established Campground,"Very basic but safe clean and friendly campsite, near a McD and Supermarket, 25min walk to train station to Porto, €9.50 per night for Land Rover",41.012476,-8.636213,22.682727846316993,2023-08-28 00:00:00 UTC,Yes,Yes - Not at Sites,Yes - Slow,Yes,,Yes,Warm,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
239039,"R. 25 de Abril, Figueira, Beltroas, Mexilhoeira Grande, Portimão, Faro, 8500-130, Portugal",CampingCar Figueira,Established Campground,"Motorhome Park with 30 places. Beautiful grounds, nice quiet area.",37.169731,-8.600448,33.88169879745692,2023-08-29 00:00:00 UTC,Yes,Yes - At Sites,Unknown,No,,No,Hot,Yes,Running Water,Yes,No,Yes,Yes,,,,,,,,,,,,,,,
239917,"Parque de Campismo de Braga, Avenida Doutor Viriato Amaral Nunes, São José de São Lázaro, Braga (São José de São Lázaro e São João do Souto), Braga, 4705, Portugal",Parque Campismo Municipal de Braga,Established Campground,"Camping available for RV's, Tends, Caravan.
Located in the city center of Braga, with lots of interesting point of view, history, architecture",41.538618,-8.422170,253.7025146484375,2024-05-11 10:12:15 UTC,Yes,Yes - At Sites,Yes - Average,Yes,,No,Hot,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
242038,"EN 261-4, Monte da Rocha, Ourique, Beja, 7670-401, Portugal",Parque Campismo - Barragem Monte da Rocha,Established Campground,"campsite with good facilities.  off season pretty empty. some trees. 
not expensive.",37.716708,-8.302864,216.7286376953125,2023-09-17 00:00:00 UTC,Yes,Yes - At Sites,Unknown,Unknown,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
242810,"Vila Nova de Erra, Coruche, Fajarda e Erra, Coruche, Santarém, Portugal",Vila Nova de Erra,Established Campground,"A new parking spot for Motorhomes (16 places), hard ground, each with electricity, water, facility for grey water, toilet cleaning.
3 Toilets, Showers, a common area with tables, seats, a kiosk, access barrier. Street illumination, quiet
No shade. A meeting point for bikers.
Quite new. Today no electricity, barrier open, kiosk closed.",39.000561,-8.450537,29.764003781601787,2023-09-21 00:00:00 UTC,Yes,Yes - At Sites,No,No,,Unknown,Warm,Yes,Running Water,Yes,Unknown,Yes,Yes,,,,,,,,,,,,,,,
247240,"Covas e Vila Nova de Oliveirinha, Tábua, Coimbra, 3400-486, Portugal",Quinta do Retiro,Established Campground,"Small campsite with natural pool, clean sanitary ",40.351803,-7.915283,352.9364516066447,2023-10-12 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,Yes,,No,Hot,Potable,Running Water,Yes,Yes,Unknown,Yes,,,,,,,,,,,,,,,
249645,"Camping Paredes de Vitória, Rua Mina do Azeiche, Mina, Pataias e Martingança, Alcobaça, Leiria, 2445-130, Portugal",Parque de Campismo de Parades de Vitoria,Established Campground,"Large campsite with many long term/ permanent campers.  However, there is an area for short term travelers.  Close to the beaches and coastal towns.  ",39.695386,-9.048350,62.497871429659426,2023-11-11 00:00:00 UTC,Yes,Yes - At Sites,Unknown,Unknown,,No,Hot,Potable,Running Water,Yes,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
249893,"Parque de Campismo do Escaroupim, Rua Professora Júlia Albino Gomes Pimenta, Porto de Muge, Valada, Cartaxo, Santarém, 2070-503, Portugal",Parque De Campismo Do Escaroupim,Established Campground,"Mata Florestal, 2120-018 Salvaterra de Magos
campsite is very shady, in Pine tree forest, with Town of Marinhais close by",39.075110,-8.745760,,2023-09-14 00:00:00 UTC,Yes,Yes,Unknown,Yes,,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
265368,"Parque de Campismo Orbitur de São Jacinto, Quilómetro 20, EN 327, São Jacinto, Aveiro, Murtosa, Aveiro, 3800-901, Portugal",Parque de Campismo,Established Campground,"Orbitur Campsite: tents,cabins,trailers. I  paid 10Eu for a tent and motorcycle. Good hot showers. You could set up your tent way in the back,very quiet, no table. Also looked like good places to wild camp on this road.",40.702681,-8.716987,-1.0,2024-02-17 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,No,,Unknown,Hot,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
266154,"Monte do Pé da Serra, ER 385, Sobral da Adiça, Vila Verde de Ficalho, Serpa, Beja, 7830-647, Portugal",Quinta Pé-da-Serra,Established Campground,"Quinta Pé-da-Serra"" in beautiful Alentejo, Portugal.  

Wonderful van pitches and great campsites.  Outdoor kitchen and lounge are available and can be used at any time.  Sanitary containers with showers and toilets, laundry room with dryer and washing machine.  The farm in the heart of the Alentejo, on the Andalusian border, is very easy to reach, also for large campers and motorhomes.",37.972100,-7.309110,,2024-03-16 00:00:00 UTC,Yes,Yes - Not at Sites,No,Yes,,No,Hot,Yes,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
266799,"Estrada da Serrada, Urbanização de Santa Iria, Quinta da Serrada, Santa Maria, São Pedro e Sobral da Lagoa, Óbidos, Leiria, 2510-081, Portugal",Municipal Aire (self contained only),Established Campground,"Campervan parking area with designated lines between spots.  Free during the day. 2eu to just use services.  6eu overnight including services.  Someone comes around in the evening and checks licenses and leaves a ticket on your vehicle.  Leave money in the mail slot in the little shack by the services.  The services are only water, grey dumping and cassette dumping.  5G cell reception.  Very short walk into the historic centre with restaurants.  Two grocery stores in the opposite direction.  Very quiet night.  ",39.356121,-9.156695,122.0684814453125,2024-03-21 00:00:00 UTC,Yes,No,No,No,,No,No,Potable,No,Yes,No,Yes,Yes,,,,,,,,,,,,,,,
267159,"Quinta de Odelouca, EN 267;ER 267, Estação de São Marcos, Alferce, São Marcos da Serra, Silves, Faro, 8375, Portugal",Camping Quinta de Odelouca ADULTS ONLY,Established Campground,Bert the owner has been here for 20 years and made us very welcome with our 2 motorbikes and small tent. Really beautiful location with superbly maintained facilities with delicious showers ,37.339730,-8.372828,0.0,2024-03-24 00:00:00 UTC,Yes,Yes - At Sites,Unknown,No,,No,Hot,Potable,Running Water,Unknown,Yes,Unknown,Yes,,,,,,,,,,,,,,,
267464,"Camping Asseiceira, CM 1036-2, Relva da Asseiceira, Santo António das Areias, Marvão, Portalegre, 7330-257, Portugal",Camping Asseiceira,Established Campground,"Small rural campsite with a view of Marvao castle. It is run by a British guy. Good level pitches with lots of trees. Very clean facilities with 2 toilets and 2 showers for both women and men. Also separate washing area for dishes and clothes. Nice and quiet site.
Good tapas restaurant in nearby village.",39.410235,-7.340957,534.8076171875,2024-04-04 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,Yes,,No,Hot,Potable,Running Water,No,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
270796,"Parque de Campismo Ilha Pessegueiro, EM 554-1, Foros de Pouca Farinha, Porto Covo, Sines, Setúbal, 7520-421, Portugal",Parque de Campismo da llha do Pessegueiro,Established Campground,"Lovely campsite with also available apartments, bungalows and seasonal rentals. Electric hook-up for a caravan with 2 adults was 20.50£ for the night. Lovely view of the sea from most sites. Bathrooms fine, VERY rustic (no toilet paper! bring your own). Shower also very bare minimum, but does the job. Check-in young man at reception was delightful, very friendly and spoke perfect English. No need for reservation - the place is huge, they will fit you in. ",37.842772,-8.784039,44.76830778364092,2024-04-20 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,Yes,,No,Warm,Yes,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
272503,"Vilamoura Rustic Motorhome Aire, EN 125, Loulé (São Sebastião), Loulé, Faro, 8100-068, Portugal",Rustic Vintage Camping ,Established Campground,"
""Family and friendly camping park, in the center of the Algarve. New park with a different decoration. 18 places available, with tables and chairs, spacious places with water and electricity. Wc - Showers - Wi-Fi - Enclosed area with surveillance - Pets accepted - Snack bar - Bar - Children's playground""",37.112648,-8.107250,78.0,2024-05-04 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,No,,No,Hot,Yes,Running Water,Yes,Yes,Yes,No,,,,,,,,,,,,,,,
273382,"Costa do Vizir Beach Village, Rua Jacinto Fernandes Bandeira, Porto Covo, Sines, Setúbal, 7520-437, Portugal",Costa do Vizir Camping,Established Campground,"Quiet and simple place, with swimming  pool  , diferent camping alternatives, with restaurant  and a little market open from 9 to 12 om.",37.857814,-8.784165,118.0,2023-06-11 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,Yes,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
273578,"PR13 Vereda do Fanal, Seixal, Porto Moniz, Madeira, 9270, Portugal",camping fanal,Established Campground,"camping place in fanal. a lot of grass and flat areas to pitch the tent. you're camping next to the foggy forest of fanal. Free, but to camp there, you're suppose to request a camping permit prior to your trip.",32.809871,-17.140783,1186.5235595703125,2024-05-06 00:00:00 UTC,Yes,No,No,No,,No,No,Natural Source,No,No,Yes,Unknown,No,,,,,,,,,,,,,,,
273592,"Parque de Campismo de Salgueiros, 263, Rua do Campismo, Canidelo, Valadares, Vila Nova de Gaia, Porto, 4400-397, Portugal",Parque Campismo Salgueiros,Established Campground,"Bad maintained campsite, but very cheap. Hot and clean showers and toilets but far outdated. But great to visit Porto. Uber works very well. We are here with a truck (15tonnes)",41.119966,-8.661281,20.03362201879567,2024-05-08 00:00:00 UTC,Yes,Yes - At Sites,Unknown,Yes,,Yes,Hot,Non-Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
274359,"Rua Bento Santos Costa, Costa, Guimarães, Braga, 4810-240, Portugal",Parking para caravanas,Established Campground,Motor home parking near to the town and safe. ,41.440690,-8.286215,200.9028493789956,2024-05-15 00:00:00 UTC,Yes,No,No,No,,No,No,No,No,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
277568,"Avenida Marquês de Pombal, Bairro Novo do Condado, Morelena, Almargem do Bispo, Pêro Pinheiro e Montelavar, Sintra, Lisbon, 2715-125, Portugal",4WD Solitaire Lodge,Established Campground,"Lodge with 4 suites, campsite for roof top tent cars, camper and, trucks. Workshop if need it for the travelers, small repairs.security 24 H.
Toilets available .little bar available. More than 70 parking places . Near city center of Sintra . Close to Lisbon city.",38.849355,-9.320973,142.17330169677734,2024-06-08 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,No,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
